Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/28/2020,02/01/2020,02/01/2020,By week,Kentucky,Week-ending,0.0,975.0,0.99,92.0,0.0,,100.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Kentucky,Week-ending,0.0,954.0,0.95,92.0,0.0,10.0,102.0,
07/28/2020,02/15/2020,02/15/2020,By week,Kentucky,Week-ending,0.0,951.0,0.98,77.0,0.0,,86.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Kentucky,Week-ending,0.0,990.0,0.99,81.0,0.0,,86.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Kentucky,Week-ending,0.0,1016.0,1.02,86.0,0.0,10.0,96.0,
07/28/2020,03/07/2020,03/07/2020,By week,Kentucky,Week-ending,0.0,1000.0,1.0,79.0,0.0,,84.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Kentucky,Week-ending,0.0,1012.0,1.06,85.0,0.0,14.0,99.0,
07/28/2020,03/21/2020,03/21/2020,By week,Kentucky,Week-ending,,943.0,0.98,82.0,,15.0,100.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Kentucky,Week-ending,,932.0,0.97,74.0,,,84.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Kentucky,Week-ending,47.0,1039.0,1.11,113.0,32.0,,133.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Kentucky,Week-ending,53.0,1018.0,1.07,110.0,34.0,,134.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Kentucky,Week-ending,59.0,955.0,1.02,97.0,29.0,0.0,127.0,
07/28/2020,04/25/2020,04/25/2020,By week,Kentucky,Week-ending,70.0,964.0,1.03,113.0,35.0,,149.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Kentucky,Week-ending,47.0,982.0,1.09,83.0,14.0,,117.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Kentucky,Week-ending,58.0,980.0,1.08,95.0,24.0,0.0,129.0,
07/28/2020,05/16/2020,05/16/2020,By week,Kentucky,Week-ending,50.0,973.0,1.09,84.0,21.0,0.0,113.0,
07/28/2020,05/23/2020,05/23/2020,By week,Kentucky,Week-ending,47.0,955.0,1.08,89.0,29.0,0.0,107.0,
07/28/2020,05/30/2020,05/30/2020,By week,Kentucky,Week-ending,44.0,952.0,1.11,87.0,20.0,0.0,111.0,
07/28/2020,06/06/2020,06/06/2020,By week,Kentucky,Week-ending,38.0,843.0,0.95,92.0,17.0,0.0,113.0,
07/28/2020,06/13/2020,06/13/2020,By week,Kentucky,Week-ending,40.0,914.0,1.01,85.0,23.0,0.0,102.0,
07/28/2020,06/20/2020,06/20/2020,By week,Kentucky,Week-ending,23.0,868.0,0.99,89.0,11.0,,102.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,Kentucky,Week-ending,33.0,800.0,0.92,77.0,13.0,0.0,97.0,
07/28/2020,07/04/2020,07/04/2020,By week,Kentucky,Week-ending,27.0,738.0,0.82,47.0,,0.0,68.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,Kentucky,Week-ending,22.0,664.0,0.77,53.0,,0.0,68.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,Kentucky,Week-ending,,320.0,0.37,25.0,,0.0,31.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Kentucky,Week-ending,,60.0,0.07,,,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Louisiana,Week-ending,0.0,972.0,1.01,42.0,0.0,,46.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Louisiana,Week-ending,0.0,950.0,0.98,36.0,0.0,,42.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Louisiana,Week-ending,0.0,941.0,1.01,45.0,0.0,,52.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Louisiana,Week-ending,,944.0,1.01,40.0,,,49.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Louisiana,Week-ending,,989.0,1.12,48.0,,11.0,59.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,Louisiana,Week-ending,,953.0,1.08,49.0,,,58.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Louisiana,Week-ending,0.0,983.0,1.08,43.0,0.0,,49.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Louisiana,Week-ending,40.0,939.0,1.03,71.0,21.0,,94.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Louisiana,Week-ending,188.0,1221.0,1.36,120.0,63.0,,249.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Louisiana,Week-ending,386.0,1369.0,1.51,228.0,162.0,,453.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Louisiana,Week-ending,449.0,1515.0,1.8,239.0,184.0,,505.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Louisiana,Week-ending,389.0,1344.0,1.59,235.0,181.0,,446.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Louisiana,Week-ending,332.0,1226.0,1.36,212.0,171.0,,373.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Louisiana,Week-ending,266.0,1148.0,1.35,180.0,130.0,,317.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Louisiana,Week-ending,235.0,1107.0,1.26,173.0,135.0,,275.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Louisiana,Week-ending,163.0,1069.0,1.25,132.0,88.0,0.0,207.0,
07/28/2020,05/23/2020,05/23/2020,By week,Louisiana,Week-ending,127.0,1015.0,1.21,89.0,62.0,0.0,154.0,
07/28/2020,05/30/2020,05/30/2020,By week,Louisiana,Week-ending,116.0,993.0,1.16,89.0,51.0,0.0,154.0,
07/28/2020,06/06/2020,06/06/2020,By week,Louisiana,Week-ending,96.0,924.0,1.05,92.0,54.0,0.0,134.0,
07/28/2020,06/13/2020,06/13/2020,By week,Louisiana,Week-ending,69.0,842.0,1.01,53.0,31.0,0.0,91.0,
07/28/2020,06/20/2020,06/20/2020,By week,Louisiana,Week-ending,79.0,867.0,1.06,68.0,44.0,0.0,103.0,
07/28/2020,06/27/2020,06/27/2020,By week,Louisiana,Week-ending,60.0,828.0,0.99,51.0,28.0,,83.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Louisiana,Week-ending,61.0,690.0,0.84,53.0,30.0,0.0,84.0,
07/28/2020,07/11/2020,07/11/2020,By week,Louisiana,Week-ending,58.0,601.0,0.72,56.0,33.0,0.0,81.0,
07/28/2020,07/18/2020,07/18/2020,By week,Louisiana,Week-ending,29.0,367.0,0.45,30.0,20.0,0.0,39.0,
07/28/2020,07/25/2020,07/25/2020,By week,Louisiana,Week-ending,,97.0,0.12,,,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Maine,Week-ending,0.0,288.0,1.04,19.0,0.0,,22.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Maine,Week-ending,0.0,316.0,1.07,29.0,0.0,,35.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Maine,Week-ending,0.0,329.0,1.14,23.0,0.0,,25.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Maine,Week-ending,0.0,299.0,0.99,18.0,0.0,,19.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Maine,Week-ending,0.0,292.0,1.04,25.0,0.0,,28.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,Maine,Week-ending,0.0,313.0,1.03,30.0,0.0,,32.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Maine,Week-ending,0.0,301.0,0.98,29.0,0.0,,35.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Maine,Week-ending,0.0,277.0,0.95,16.0,0.0,,18.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Maine,Week-ending,,279.0,0.9,31.0,,,33.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Maine,Week-ending,,300.0,1.0,35.0,,,41.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Maine,Week-ending,12.0,304.0,1.0,31.0,,0.0,39.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Maine,Week-ending,11.0,310.0,1.12,23.0,0.0,,35.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Maine,Week-ending,18.0,285.0,0.97,16.0,,,32.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Maine,Week-ending,,277.0,1.04,13.0,,0.0,20.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Maine,Week-ending,,293.0,1.09,23.0,,0.0,29.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Maine,Week-ending,10.0,256.0,0.98,,,0.0,17.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Maine,Week-ending,,266.0,1.0,15.0,,0.0,21.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,Maine,Week-ending,13.0,302.0,1.16,19.0,,0.0,30.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/06/2020,06/06/2020,By week,Maine,Week-ending,,255.0,1.01,11.0,,0.0,16.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/13/2020,06/13/2020,By week,Maine,Week-ending,,254.0,0.97,10.0,,0.0,12.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Maine,Week-ending,,274.0,1.03,16.0,,0.0,17.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,Maine,Week-ending,,299.0,1.11,15.0,,0.0,18.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Maine,Week-ending,,279.0,1.06,19.0,0.0,0.0,25.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,Maine,Week-ending,,287.0,1.11,11.0,0.0,0.0,17.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,Maine,Week-ending,,271.0,0.99,11.0,0.0,0.0,15.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Maine,Week-ending,0.0,112.0,0.44,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Maryland,Week-ending,0.0,1034.0,0.99,68.0,0.0,,76.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Maryland,Week-ending,0.0,1003.0,0.95,62.0,0.0,,71.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Maryland,Week-ending,0.0,1018.0,0.99,71.0,0.0,12.0,83.0,
07/28/2020,02/22/2020,02/22/2020,By week,Maryland,Week-ending,0.0,971.0,0.94,62.0,0.0,,69.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Maryland,Week-ending,0.0,1078.0,1.05,75.0,0.0,11.0,86.0,
07/28/2020,03/07/2020,03/07/2020,By week,Maryland,Week-ending,0.0,1048.0,1.04,82.0,0.0,11.0,93.0,
07/28/2020,03/14/2020,03/14/2020,By week,Maryland,Week-ending,0.0,1006.0,1.01,65.0,0.0,13.0,78.0,
07/28/2020,03/21/2020,03/21/2020,By week,Maryland,Week-ending,,1062.0,1.06,81.0,,,91.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Maryland,Week-ending,18.0,1091.0,1.08,101.0,10.0,10.0,119.0,
07/28/2020,04/04/2020,04/04/2020,By week,Maryland,Week-ending,87.0,1188.0,1.2,156.0,42.0,,207.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Maryland,Week-ending,212.0,1349.0,1.35,180.0,90.0,10.0,308.0,
07/28/2020,04/18/2020,04/18/2020,By week,Maryland,Week-ending,297.0,1353.0,1.42,209.0,118.0,,389.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Maryland,Week-ending,390.0,1528.0,1.63,203.0,123.0,,472.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Maryland,Week-ending,423.0,1515.0,1.59,224.0,147.0,,501.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Maryland,Week-ending,415.0,1441.0,1.59,214.0,160.0,,471.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Maryland,Week-ending,389.0,1418.0,1.57,186.0,134.0,0.0,441.0,
07/28/2020,05/23/2020,05/23/2020,By week,Maryland,Week-ending,296.0,1322.0,1.46,174.0,110.0,,361.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,Maryland,Week-ending,286.0,1249.0,1.43,164.0,103.0,0.0,347.0,
07/28/2020,06/06/2020,06/06/2020,By week,Maryland,Week-ending,231.0,1157.0,1.24,158.0,104.0,0.0,285.0,
07/28/2020,06/13/2020,06/13/2020,By week,Maryland,Week-ending,188.0,1139.0,1.24,127.0,75.0,,241.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
